text,category,source,origin
Hockey star to hockey mentor | UMD News Center,Ice Hockey,2023-10-04,news_dataset
"Giroud, Ramsey & Wilshere out for Arsenal",Sports,https://www.bbc.com/sport,historical_timeline_sports
Canadian Ice Hockey Victory Embodies Spirit of Online Gaming ...,Ice Hockey,2023-09-29,news_dataset
Jones Introduces Re-Up Tech Snowboard Recycling Program,Snowboarding,2023-10-30,news_dataset
Infield newcomers look to make their mark this fall for Auburn baseball,Baseball,2023-10-05,news_dataset
Russell handed one-year ban for doping whereabouts violation,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Penn State Fencing Announces 2023-24 Schedule,Fencing,2023-10-11,news_dataset
•Video2:19Dan Mullan/Getty Images,Sports,CNN,sports_politics_data
Stormstormer moves to Entity's inactive roster,Esports,2023-11-07,news_dataset
Tomorrow's Top 25 Today: Michigan moves to No. 2 but Ohio State doesn't fall far in college football rankings,Football,2023-11-26,news_dataset
PM congratulates Sheetal Devi for winning gold in archery at Asian Para Games,Archery,2023-10-31,news_dataset
"Lions vs. Packers winners and losers, highlights, score, top plays",American Football,2023-09-29,news_dataset
MMA Junkie's Submission of the Month for September: Alexander ...,MMA,2023-10-06,news_dataset
Krueger beats Podoroska in Korea opener,Tennis,2023-10-10,news_dataset
Watch as Roger Federer plays table tennis behind the scenes at ...,Table Tennis,2023-10-14,news_dataset
"St Anton, Austria: Where to stay and which runs to ski",Skiing,2023-11-04,news_dataset
2023-24 U.S. Snowboard Team Nominations Announced,Snowboarding,2023-10-11,news_dataset
The alchemy behind the diamond: Unearthing baseball's beloved ...,Baseball,2023-11-01,news_dataset
GCN Racing News Show: Did we just witness the most powerful ...,Cycling,2023-11-07,news_dataset
"Asian Games, Athletics: Six gold, 14 silver, nine bronze – India end with best-ever tally since 1951",Athletics,2023-10-11,news_dataset
Crocodile tears being shed over West Indies,Cricket,2023-11-14,news_dataset
Seaman volleyball wins 5A state title,Volleyball,2023-10-28,news_dataset
Read more on What if 2016 was a Premier League season? The alternative tables & stats,Sports,https://www.bbc.com/sport,historical_timeline_sports
Steamboat baseball to host first fundraiser of the offseason,Baseball,2023-10-28,news_dataset
Horse Racing Tips: Timeform's best bets at Ripon on Saturday,Horse Racing,2023-09-30,news_dataset
Teen dies after shooting at Oklahoma high school football game - ESPN,American Football,2023-09-21,news_dataset
Changing the Game,Esports,2023-11-09,news_dataset
"Lim, Lee most accurate in 2023, awarded SNGLRTY precision prizes",Archery,2023-09-29,news_dataset
European Short Course 'a great opportunity' for 35-strong team,Swimming,2023-11-08,news_dataset
Lara Gut-Behrami rallies to win Alpine skiing World Cup opener,Skiing,2023-11-03,news_dataset
"Flashback: A 2014 Wave for College Swimming, and How We Can ...",Swimming,2023-10-16,news_dataset
Mizzou fans get first look at new Mizzou gymnasts in intrasquad meet,Gymnastics,2023-11-03,news_dataset
Pakistan to host Asian Open Taekwondo Championship,Tae Kwon Do,2023-10-07,news_dataset
Trying Asian Games sports with the lovable panda Pan: Table Tennis,Table Tennis,2023-09-26,news_dataset
Pan American Taekwondo Union agrees school sport partnership,Tae Kwon Do,2023-10-24,news_dataset
Deaf & Hard of Hearing | Disabilities | Play,Tennis,2023-11-06,news_dataset
Newly renovated North End Field in Meriden opens to celebration,Baseball,2023-10-30,news_dataset
No. 25 Men's Basketball Hosts Lafayette on Friday Night - UCLA,Basketball,2023-11-09,news_dataset
LIV Golf makes interesting tweak to Team Championship format for ...,Golf,2023-10-10,news_dataset
Kiwi glory as nothing goes Skew Wiff at last,Horse Racing,2023-11-09,news_dataset
Update on the Emilia Romagna Grand Prix at Imola,Formula1,2023-09-27,news_dataset
Aggressive Surf Localism Investigated at Topanga Beach,Surfing,2023-09-21,news_dataset
"UFC, USADA parting ways in 2024; USADA claims relationship became ‘untenable’ over Conor McGregor situation",MMA,2023-10-13,news_dataset
North Hills girls volleyball in midst of breakthrough season | Trib HSSN,Volleyball,2023-09-23,news_dataset
Paris 2024 Boxing Africa Qualifier: Lure of fourth Olympics keeps ...,Boxing,2023-10-01,news_dataset
"Baseball, softball returning to 2028 Olympics",Baseball,2023-10-17,news_dataset
"Kicks, flips and punches are a 'way of life' for Northeastern ...",Tae Kwon Do,2023-10-28,news_dataset
Homegrown skier tracking system debuting at Apex | News ...,Skiing,2023-09-16,news_dataset
'I definitely feel more bouncy': Gonzaga's Anton Watson knocks out ...,Boxing,2023-10-25,news_dataset
De La Hoya defends Garcia ahead of Duarte fight: He's taking a big risk,Boxing,2023-10-06,news_dataset
Tennis coach Bidyut Goswami credits “amazing players” for Columbia University Hall of Fame induction,Tennis,2023-11-09,news_dataset
"Lucas Braathen, World Cup champion skier, reveals shock retirement at 23",Skiing,2023-11-11,news_dataset
Women's Ice Hockey Wins 4-1 Over Bemidji State - Lindenwood ...,Ice Hockey,2023-10-12,news_dataset
Spencer Walker takes over Fenwick boys' swimming program - Oak ...,Swimming,2023-10-13,news_dataset
13-year-old Toledo boxer looking toward next fight following USA Boxing Championships win,Boxing,2023-09-23,news_dataset
Asian Games 2023: Boxing finals results - complete list,Boxing,2023-10-06,news_dataset
Horse Racing Best Bets for Saturday 11/25/23,Horse Racing,2023-11-25,news_dataset
Matthew Wade ruled out of New Zealand tour,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Fencing Announces 2023-24 Schedule,Fencing,2023-10-01,news_dataset
Horse racing groups introduce competing safety legislation - ESPN,Horse Racing,2023-10-17,news_dataset
Boxing at the 2023 Pan American Games: All final results and medals,Boxing,2023-11-11,news_dataset
Former Boxing Champion Mike Tyson Joins Ngannou's Coaching ...,Boxing,2023-10-06,news_dataset
Young shredder uses flowy style to place 1st in Kingdom of Breck ...,Snowboarding,2023-09-18,news_dataset
"Pedestrians should share footpaths with cyclists, council says",Cycling,2023-11-04,news_dataset
Team Liquid signs one of the world's best offlaners,Esports,2023-11-11,news_dataset
Women’s Tennis Wraps Up Action at Notre Dame Invite,Tennis,2023-10-18,news_dataset
16-year-old Korean Lee Chae-un wins snowboard halfpipe title at ...,Snowboarding,2023-09-16,news_dataset
Section V gymnastics results 2023 for Rochester area high schools,Gymnastics,2023-09-27,news_dataset
"UFC enhances hunt to stop betting by fighters, others in MMA - ESPN",MMA,2023-09-27,news_dataset
Ponting named assistant coach for Sri Lanka T20Is,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Asian Games 2023: Boxing finals results - complete list,Boxing,2023-11-03,news_dataset
"World Cup 2023: Match against Australia just another game of cricket, says Vikramjit Singh",Cricket,2023-10-23,news_dataset
China secure Asian men's singles badminton gold,Badminton,2023-10-12,news_dataset
American Football: Österreich kürt sich mit 28:0 zum Europameister,American Football,2023-10-28,news_dataset
EuroLeague Player Wildly Says NBA Is Checkers And European ...,Basketball,2023-09-23,news_dataset
Cricket World Cup 2023: Harbhajan lists reason behind Chahal's exclusion,Cricket,2023-09-20,news_dataset
"Balenciaga Launches Snow Line, Including $6000 Snowboard",Snowboarding,2023-11-11,news_dataset
Carver High football defeats Hoosac Valley in MIAA Div. 8 semifinals,Football,2023-11-18,news_dataset
Ski Butlers offers new package in deal with new skiing ...,Snowboarding,2023-09-19,news_dataset
College commitment: Midview's David Moore to continue baseball ...,Baseball,2023-10-08,news_dataset
Gold bounces on low-level buying; silver hits,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Roger Federer Honoured At On-Court Ceremony In Shanghai,Tennis,2023-11-07,news_dataset
"Ulster Rugby: Irish province posts losses of £900,000 for 2022-23 season",Rugby,2023-10-19,news_dataset
Thomas named SEC Fences Rider of the Month,Fencing,2023-10-06,news_dataset
College baseball careers of 2023 World Series players,Baseball,2023-10-30,news_dataset
Lancaster plans Hartley talks after latest ban,Sports,https://www.bbc.com/sport,historical_timeline_sports
Koa Rothman's Survival Tips for Surfing the North Shore this Winter ...,Surfing,2023-09-29,news_dataset
Outdoors: Get serious about archery practice | Sports ...,Archery,2023-09-29,news_dataset
"Novak, Roger in race to be first $100m man",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Finland Alpine Skiing World Cup | National Sports | idahopress.com,Skiing,2023-11-11,news_dataset
Tigers Eyes | Premiership Rugby Cup 23/24: Ampthill Week,Rugby,2023-09-29,news_dataset
WATCH: Josh Heupel Monday Press Conference - University of ...,Athletics,2023-10-31,news_dataset
"Bellator 300: How to watch 4 title bouts, lineup, odds, streaming info",MMA,2023-10-01,news_dataset
"Nerul Taekwondo champ brings home two silver medals, one bronze from Australia",Tae Kwon Do,2023-10-17,news_dataset
Remember TAB-K During Archery And Crossbow Deer Seasons ...,Archery,2023-10-03,news_dataset
Truckee siblings sweep regional tennis titles | SierraSun.com,Tennis,2023-10-24,news_dataset
Asylum-seeker surge prompts some to attempt hopping border fence,Fencing,2023-09-29,news_dataset
India table tennis squad for Asian Games 2023 - full team list,Table Tennis,2023-11-07,news_dataset
Christopher Pike/Pool/AFP/Getty Images,Sports,CNN,sports_politics_data
Fulton volleyball sweeps New Bloomfield in first-ever meeting,Volleyball,2023-09-15,news_dataset
Croatia awarded 2025 ITF Taekwon-Do World Championships in ...,Tae Kwon Do,2023-09-18,news_dataset
Tarleton Athletics to honor 2002-03 Texan men's basketball team at ...,Athletics,2023-10-05,news_dataset
Golf: Rory McIlroy quit PGA Tour board because of heavy workload,Golf,2023-11-16,news_dataset
"Savannah Bananas player Jackson Olson opens up on his ""No Chance with Taylor Swift"" amid singer's dating rumors with Travis Kelce",Baseball,2023-10-07,news_dataset
Pro Snowboarder Discovers Crevasse In Middle Of Trail,Snowboarding,2023-11-16,news_dataset
Carlos Beltrán and Andruw Jones elected to baseball’s Hall of Fame,Sports,CNN,sports_politics_data
Rory McIlroy steps down from PGA role amid doubts about Saudi golf deal,Golf,2023-11-16,news_dataset
IOC President announces plans to create Olympic Esports Games at opening of 141st IOC Session in Mumbai,Esports,2023-11-03,news_dataset
An Inside Look at What Snowboarding Training Can Actually Be Like,Snowboarding,2023-10-25,news_dataset
Watch out! Fullerton unleashed after first major win,Archery,2023-09-29,news_dataset
Simone Biles' next comeback opportunity: break a 90-year-old ...,Gymnastics,2023-09-16,news_dataset
Harvard Announces 2023-24 Winter NESN Broadcast Schedule ...,Ice Hockey,2023-10-18,news_dataset
"Anthony Nesty, the First Black U.S. Olympic Swim Team Coach, on ...",Swimming,2023-11-04,news_dataset
Do You Love Swimming? See 553 Swim Jobs You Might Love,Swimming,2023-11-03,news_dataset
Bocock sisters set to make World Cup skiing debuts - ESPN,Skiing,2023-11-12,news_dataset
"In a first international victory, Pakistan Womens Beach Volleyball team beat Kyrgyzstan",Volleyball,2023-09-16,news_dataset
International Premier Tennis League,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Artistic Gymnastics: 2023 U.S. Women's World Team Selection ...,Gymnastics,2023-09-20,news_dataset
Pranati Nayak wins bronze in gymnastics at World Challenge Cup,Gymnastics,2023-10-11,news_dataset
"How ex-Rutgers basketball stars Paul Mulcahy, Cam Spencer performed in debut with new teams",Basketball,2023-11-08,news_dataset
एशियाडमध्ये आज भारताला 7 पदके: सिफ्टला सुवर्ण आणि आशीला कांस्य; आतापर्यंत 21 पदके जिंकली,Table Tennis,2023-09-27,news_dataset
Manila sign off with win over Singapore,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
CNN Exclusive‘We want to win it for him’: Vitinha tells CNN Sports why memory of Diogo Jota fuels Portugal’s World Cup dream,Sports,CNN,sports_politics_data
World Athletics Championships 2023: Noah Lyles completes sprint ...,Athletics,2023-09-22,news_dataset
"Abu Dhabi Masters: Ashwini Ponnappa-Tanisha Crasto, Unnati Hooda clinch titles at Super 100 event",Badminton,2023-10-23,news_dataset
Mexico's Valencia crowned first three-time Pan Am Games Champion,Archery,2023-11-10,news_dataset
Wasatch 22: Monte Cristo - Powder Resort Region - Utah,Skiing,2023-10-19,news_dataset
Forest Park Golf Club hosting Episcopal City Mission Gala fundraiser tonight,Golf,2023-10-19,news_dataset
Women's golf set to close fall season at Mercer Invitational,Golf,2023-10-31,news_dataset
Wrestling Names 2023-24 Captains - University of Pennsylvania ...,Athletics,2023-09-29,news_dataset
Ski Bike Company Recreates Vintage 'Skier vs. Snowboarder' News ...,Skiing,2023-11-07,news_dataset
Read more on Murray wins on return to action in Dubai,Sports,https://www.bbc.com/sport,historical_timeline_sports
Baseball's world body eyes home run with esports | NHK WORLD ...,Baseball,2023-10-17,news_dataset
Boxing trainer Brian McIntyre released from jail in England - ESPN,Boxing,2023-10-16,news_dataset
Sports-loving startup executives clash with Badminton Association over league tournament,Badminton,2023-09-30,news_dataset
ONE Friday Fights 46: Seksan set for eighth fight of the year against River Daz on December 22,MMA,2023-11-18,news_dataset
Los Angeles Angels' Rookie Continues to Make Mark on Baseball ...,Baseball,2023-09-22,news_dataset
Mumbai edge ahead on attritional day,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"NWACC esports program all about inclusion, Athletic Director ...",Esports,2023-11-26,news_dataset
USTA Florida Transforming The Wheelchair Tennis Space,Tennis,2023-10-19,news_dataset
Jada Guinn and Raven Thompson Dazzle as Women's Basketball ...,Basketball,2023-11-25,news_dataset
How Madusa Blazed Her Own Trail in Pro Wrestling,Wrestling,2023-11-04,news_dataset
"Week 10 college football: Betting odds, lines, more - ESPN",Football,2023-11-01,news_dataset
Hosts Czechia defeated by England in 2023 European Baseball ...,Baseball,2023-09-30,news_dataset
Vote for the Storm Works Roofing High School Football Defensive ...,Football,2023-11-14,news_dataset
